rating,date,variation,verified_reviews,feedback,sentiment,final_sentiment
1,30-Jul-18,Black  Show,i have been through 4 shows now  and all of them have been broken  it has been anything from screens that lose lines of resolution to timers and reminders going off an hour late or reminders that trigger when trying to set other reminders  i do not have these issues on my dot or my echo  just on the show  it would be nice if amazon could get there act together and actually fix this thing,0,1,Negative
5,30-Jul-18,Black  Show,easy set up,1,5,Positive
4,30-Jul-18,Black  Show,pleased with the echo  it is loud and can hear my voice and understand much better than previous versions,1,5,Positive
5,30-Jul-18,Black  Show,love it  great to request music and be able to see lyrics  i had a dot  but this is so much better,1,5,Positive
4,30-Jul-18,Black  Show,what we liked most was actually seeing the words to song  least would be i guess i expected a little more from her than is currently available,1,3,Neutral
5,30-Jul-18,White  Show,i m just learning about this product  but what i know i love,1,5,Positive
5,30-Jul-18,Black  Show,easy to use,1,5,Positive
5,30-Jul-18,Black  Show,it does what it needs to,1,4,Positive
5,30-Jul-18,White  Show,i love this product  i am not very computer literate but everything is voice controlled  i use this to keep in touch with my daughter  she lives out of town  now we just drop in on each other  it is like we are living net door to each other,1,5,Positive
5,30-Jul-18,Black  Show,i enjoy seeing lyrics on the screen for different amazon music stations,1,4,Positive
5,30-Jul-18,White  Show,love the echo show great in kitchen for recipes,1,5,Positive
2,30-Jul-18,White  Show,alexa is pretty dumb,0,2,Negative
4,30-Jul-18,White  Show,only problem is my slow internet  i really like the speaker on it  having tons of fun with it,1,4,Positive
5,30-Jul-18,White  Show,love my echo show  alexa is amazing and now on the show  she  can display lyrics  photos  etc  the speakers are amazing and fills the room  bought on prime day so got a great deal  so worth it,1,5,Positive
5,30-Jul-18,Black  Show,love my echo show  everything about this device is wonderful,1,5,Positive
5,30-Jul-18,White  Show,used to have fun with  great to play music  turn on lights and who know what else,1,5,Positive
5,30-Jul-18,Black  Show,works great   seems to be a delay bringing up ring cameras but sound and video quality are good,1,4,Positive
5,30-Jul-18,White  Show,works on great i use it with my arlo security system,1,5,Positive
5,30-Jul-18,Black  Show,this is so fun  i really enjoy using it  i have it hooked up to one of my lights so i just tell alexa when i want that on and off  also  it connects to my spotify so i just have alexa resume my playlist and we pick off right where we ended  i feel like there is even more i can do with this  so i am excited to use it more,1,5,Positive
5,30-Jul-18,White  Show,upgraded from an original echo on prime day and so far i love it  i am sure i have a long way to go to maximize its utility  but for now i owe my marked increase in lyrical knowledge to this thing  who knew post malone actually used words,1,5,Positive
3,30-Jul-18,Black  Show,you can not access youtube  why do consumer s have to pay for this argument  why can not we just have a good product that offers what we need,1,1,Unknown
5,30-Jul-18,Black  Show,,1,4,Positive
5,30-Jul-18,White  Show,still learning about the echo show but so far we love it  my 9 year old loves to cook and especially with his aunt that lives out of state and now he can connect with her and they cook together,1,5,Positive
5,30-Jul-18,Black  Show,i love having this on my desk  the fact that i can video with friends  listen to music with the words right there  and see my amazon cloud cam feeds from one location is pretty spectacular  i got this one sale too  which was stellar  it has me thinking i need another one for the front room,1,5,Positive
5,30-Jul-18,Black  Show,love it,1,5,Positive
5,30-Jul-18,Black  Show,love my echo show  great sound and picture  does a great job thing in my entire echo collection,1,5,Positive
4,30-Jul-18,White  Show,can t change voice of echo,1,1,Unknown
5,30-Jul-18,Black  Show,does everything i could ask and more  great product,1,5,Positive
5,30-Jul-18,Black  Show,i like how clear the screen is  hi resolution,1,4,Positive
5,30-Jul-18,White  Show,it is so easy to use and is everything i hoped for,1,5,Positive
5,30-Jul-18,White  Show,i love the echo show  i m going off to live on campus for school in the fall and we got two of these to serve as an easy way to connect  some people might not like the camera but that makes little sense  we carry devices with cameras all the time  the only difference here is that the item is stationary  my family and i also find the drop in feature a comfort rather than an invasion of privacy  it s definitely a source of relief to my parents that they can so easily pop in onme and visa versa i d also like to thank amazon for including their voiceview screen reader on the device  the show would be a lot less blind friendly  even with alexa present  if they hadn t included that we are an echo loving household with two dots  three echos  and now two shows  i wouldn t be surprised if we got more in the future for ourselves or loved ones  thanks  amazon,1,4,Positive
5,30-Jul-18,Black  Show,i love it it is awesome,1,5,Positive
5,30-Jul-18,Black  Show,very good to be able to listen to every single song at any time in amazon s vast library  we are only just beginning to know everything echo show has to offer  well worth the price   alexa is very helpful,1,5,Positive
5,30-Jul-18,Black  Show,love it,1,5,Positive
5,30-Jul-18,Black  Show,great sound and the screen is nice to actually see time  trivia  etc,1,5,Positive
5,30-Jul-18,Black  Show,this has been perfect for being able to see my canary cameras and that s exactly what i wanted  i have been happy with all my alexa s because we have several and this is a great addition,1,5,Positive
5,30-Jul-18,Black  Show,i really love this item  so much fun,1,5,Positive
4,30-Jul-18,Black  Show,i agree    youtube should be on there,1,3,Neutral
4,30-Jul-18,White  Show,we like it a lot  sound is better than the original echo  the bass feels deeper  the screen is cool  though  havent got a lot of use out of it though,1,4,Positive
5,30-Jul-18,Black  Show,good sound  the capacity of join different apps to make work your smart home,1,4,Positive
